Parent,total_capacity,num_plants,avg_age,num_countries,ISO 14001_avg,ISO 50001_avg,ResponsibleSteel Certification_avg,Latitude_centroid,Longitude_centroid,Latitude_largest,Longitude_largest
WMA Participacoes SA [80.0%]; Aço Cearense Industrial Ltda [20.0%],83.0,1,18.0,1,,,,-5.414287,-49.081305,-5.414287,-49.081305
Weglokoks SA,0.0,1,,1,,,,50.289858,18.874414,50.289858,18.874414
Weiao (Shandong) Investment Co Ltd [100.0%],0.0,1,31.84,1,,,,36.644469,119.238427,36.644469,119.238427
Welspun Corp Ltd [100.0%],5280.0,1,21.0,1,,,,23.112781,70.0866885,23.112781,70.0866885
West Alborz Steel Co [100.0%],3950.0,1,20.0,1,,,,36.119574,49.306253,36.119574,49.306253
Wing Fung International Ltd [100.0%],0.0,1,29.0,1,,,,34.64443,112.937985,34.64443,112.937985
Wu'an Yongcheng Zhuye Co Ltd [100.0%],0.0,1,19.0,1,,,,36.660278,113.993995,36.660278,113.993995
Wuhu Fuxin Iron & Steel Co Ltd [100.0%],0.0,1,22.0,1,,,,31.194505,118.067833,31.194505,118.067833
Wuxi Xinsanzhou Special Steel Co Ltd [100.0%],0.0,1,39.0,1,,,,31.681005,120.251785,31.681005,120.251785
Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],1850.0,3,15.316666666666668,1,,,,36.865198666666664,119.38201266666665,31.816482,120.424347
Wuzhou Yongda Steel Works Co Ltd [100.0%],0.0,2,15.0,1,,,,23.522385999999997,111.2350905,23.524465,111.2402
Xiangfen County Xingyuan Steel Group Co Ltd [100.0%],0.0,1,20.2,1,,,,35.880324,111.387956,35.880324,111.387956
Xining Special Steel Co Ltd [100.0%],0.0,1,27.92,1,,,,36.66856,101.671414,36.66856,101.671414
Xinji AOSEN Steel Group Co Ltd [100.0%],0.0,1,23.0,1,,,,37.752351,115.184798,37.752351,115.184798
Xinjiang Da'an Special Steel Co Ltd [100.0%],0.0,1,14.42,1,,,,42.700465,93.542466,42.700465,93.542466
Xinjiang Ka Steel Group Co [100.0%],0.0,1,3.81,1,,,,39.142997,76.161589,39.142997,76.161589
Xinjiang MINXIN Steei (GROUP) Co Ltd [100.0%],0.0,1,14.35,1,,,,44.080866,88.417209,44.080866,88.417209
Xinjiang Xin'an Special Steel Co Ltd [100.0%],0.0,1,13.85,1,,,,44.290299,86.595826,44.290299,86.595826
Xinjiang Yili Iron and Steel Co Ltd [100.0%],0.0,1,67.0,1,,,,43.526808,83.294323,43.526808,83.294323
Xinxing Ductile Iron Pipes Co Ltd [100.0%],6280.0,3,21.333333333333332,1,,,,29.983512333333334,114.64817833333335,31.229893,118.150867
Xinyu Iron & Steel Corp Ltd [100.0%],0.0,1,67.0,1,,,,27.786859,114.921595,27.786859,114.921595
Xiwang Special Steel Co Ltd [99.6%]; unknown [0.4%],0.0,1,14.01,1,,,,36.928208,117.694654,36.928208,117.694654
Xuan Thien Group JSC [100.0%],0.0,2,,1,,,,20.238415,106.1449115,20.439025,106.162134
Xuanhua Iron and Steel Group Co Ltd [100.0%],0.0,1,102.0,1,,,,40.589591,115.090889,40.589591,115.090889
Xuzhou Jinhong Iron and Steel Group Co Ltd [100.0%],0.0,1,25.14,1,,,,34.500122,116.908897,34.500122,116.908897
Xuzhou TaiFa Special Steel Technology Co Ltd [100.0%],0.0,1,16.0,1,,,,34.448514,117.271876,34.448514,117.271876
Yamato Kogyo Co Ltd [100.0%],0.0,1,64.0,1,,,,34.783319,134.604616,34.783319,134.604616
Yamato Kogyo Co Ltd [49.0%]; Gulf Investment Corp [25.5%]; Industries Qatar QPSC [12.8%]; Gulf Cables & Electrical Industries Co KSC [5.1%]; National Industries Group Holding KSCP [5.1%]; Kuwait Foundry Company KSCP [2.6%],12000.0,1,13.0,1,2022.0,2022.0,,26.198152,50.679893,26.198152,50.679893
Yamato Kogyo Co Ltd [64.2%]; Mitsui & Co Ltd [20.0%]; Siam Cement PCL [10.0%]; Sumitomo Corp [5.8%],0.0,2,23.0,1,,,,12.69077,101.12935250000001,12.706642,101.111703
Yangzhou Hengrun Ocean Heavy Industry Co Ltd [100.0%],0.0,1,12.92,1,,,,32.249602,119.620438,32.249602,119.620438
Yangzhou Qinyou Special Metal Materials Co Ltd [100.0%],0.0,1,24.26,1,,,,32.838703,119.425236,32.838703,119.425236
Yenakiieve Metallurgical Plant Branch PJSC [100.0%],2000.0,1,130.0,1,,,,48.220502,38.228626,48.220502,38.228626
Yesilyurt Demir Celik Endustri Ve Liman Isletmeleri AŞ [100.0%],0.0,1,28.0,1,,,,41.241199,36.442055,41.241199,36.442055
Yieh United Steel Corp [100.0%],0.0,1,36.77,1,,,,22.830857,120.300604,22.830857,120.300604
Yildizlar Yatirim Holding AŞ [100.0%],0.0,1,,1,,,,40.870333,29.55767,40.870333,29.55767
Yucel Boru ve Profil Endustrisi AŞ,0.0,1,56.0,1,,,,40.801101,29.374115,40.801101,29.374115
YueSeM Holding Company LLC,13468.0,3,47.5,1,2021.0,2020.0,,51.58839366666666,36.997489333333334,51.261995,37.654622
Yun County Rongfeng Rolling Mill Factory [100.0%],0.0,1,14.0,1,,,,32.738598,110.793269,32.738598,110.793269
Yunan Qujing Shuangyou Steel Co Ltd [25.0%]; Yunnan Qujing Chenggang Iron and Steel (Group) Co Ltd [25.0%]; Fujian XINPENG Investment Co Ltd [16.6%]; Xuanwei Laibin Fenghuang Steel Co Ltd [16.0%]; Qujing Julida Steel Co Ltd [8.0%]; Qujing Wuyue New Energy Technology Co Ltd [5.5%]; Yunnan Tongyanbao Trading Co Ltd [1.7%]; unknown [1.0%]; Yunnan Qujing Yaochang Trade Co Ltd [0.9%]; Qujing Botong Trading Co Ltd [0.4%],0.0,3,9.536666666666667,1,,,,25.679849666666666,103.86398133333334,25.45543,103.547242
Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd [100.0%],0.0,1,11.65,1,,,,24.465884,102.543682,24.465884,102.543682
Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd [100.0%],0.0,1,24.09,1,,,,24.012309,102.186364,24.012309,102.186364
Zagorskii Trubnyi Zavod JSC,2300.0,1,70.0,1,2022.0,2022.0,,51.214781,58.353913,51.214781,58.353913
Zenith Steel Group Co Ltd [100.0%],12800.0,2,13.475,1,,,,31.920805,120.796382,31.707656,120.079591
Zhangjiagang Free Trade Zone Qiande Investment Co Ltd [37.0%]; Huasheng Holdings (Hong Kong) Co Ltd [25.0%]; Hengde International Co Ltd [14.3%]; Jiangsu Shagang Group Co Ltd [11.1%]; unknown [6.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [3.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [2.7%],0.0,1,22.69,1,,,,31.985496,120.644565,31.985496,120.644565
Zhejiang Wantai Special Steel Co Ltd [100.0%],0.0,1,22.09,1,,,,30.944342,120.971803,30.944342,120.971803
Zhejiang Yuanli METAL PRODUCT Group Co Ltd [81.5%]; Zhejiang Yuanli Metal Products Group Co Ltd Trade Union Committee [18.5%],0.0,1,34.0,1,,,,28.893407,118.867125,28.893407,118.867125
Zhejiang Yuxin Industrial Co Ltd [100.0%],0.0,1,24.79,1,,,,28.787202,120.248592,28.787202,120.248592
Zhenshi Holding Group Co Ltd [70.3%]; Tongxiang Wushi Trading Co Ltd [23.9%]; unknown [4.5%]; Huakai Investment Co Ltd [1.3%],0.0,1,53.0,1,,,,30.720411,120.898518,30.720411,120.898518
Zhongxin Iron and Steel Group Co Ltd [100.0%],0.0,1,21.9,1,,,,34.368618,118.31556,34.368618,118.31556
Zunyi County Fuxin Iron & Steel Product Co Ltd [100.0%],0.0,1,32.0,1,,,,27.591697,106.815453,27.591697,106.815453
natural person(s) [36.1%]; small shareholder(s) [28.8%]; Mahanada Suppliers Pvt Ltd [22.6%]; Sunrwoth Stocks Pvt Ltd [12.5%],0.0,1,22.36,1,,,,22.308371,84.763584,22.308371,84.763584
"natural person(s) [38.4%]; unknown [23.2%]; Thailand Huihua Industrial Co Ltd [20.7%]; Labor Union Committee of Xiaojiao Rolling Mill of Sanming Iron and Steel Works, Fujian Province [17.7%]",0.0,1,19.0,1,,,,26.491308,119.63624,26.491308,119.63624
natural person(s) [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],0.0,1,22.0,1,,,,23.088182,109.634638,23.088182,109.634638
natural person(s) [44.4%]; unknown [15.3%]; Shouguang Zhirun Investment Co Ltd [13.4%]; Shouguang Shengda Investment Co Ltd [10.4%]; Shouguang Shanyue Qingfeng Economic and Trade Co Ltd [8.3%]; Shouguang Zhitao Trading Co Ltd [3.2%]; Shouguang Xingchen Dahai Trading Co Ltd [2.5%]; Shouguang Yunxin Economic and Trade Co Ltd [2.5%],0.0,1,22.77,1,,,,36.939125,118.785598,36.939125,118.785598
natural person(s) [45.0%]; Guizhou Jinshengan Investment Group Co Ltd [41.9%]; unknown [6.7%]; Jin Jun'an Investment Group Co Ltd [6.4%],0.0,1,21.0,1,,,,27.614947,106.949752,27.614947,106.949752
natural person(s) [48.8%]; Zjmc (Beijing) New Energy Technology Co Ltd [41.5%]; Beijing Global Jierui Investment Management Co Ltd [7.3%]; unknown [2.4%],0.0,1,,1,,,,40.977329,110.022924,40.977329,110.022924
natural person(s) [49.0%]; Hebei Puyang Industrial Group Co Ltd [33.2%]; Longxiang Group (Hong Kong) [17.8%],4000.0,2,20.0,1,,,,36.655461,114.06882949999999,36.631491,113.968635
natural person(s) [49.0%]; Minyuan Iron and Steel Group Co Ltd [34.0%]; Fujian Mingfa Investment Co Ltd [17.0%],0.0,1,20.0,1,,,,36.163203,114.296223,36.163203,114.296223
natural person(s) [50.0%]; Sortoprokat-Tsentr LLC [49.0%]; small shareholder(s) [1.0%],3400.0,3,40.666666666666664,1,2022.0,2022.0,,55.41335566666667,44.77105233333333,54.156726,37.725551
natural person(s) [51.0%]; Inner Mongolia Jiyu Holding (Group) Co Ltd [49.0%],0.0,1,21.79,1,,,,40.662343,109.696243,40.662343,109.696243
natural person(s) [56.3%]; Hubei Xinxin Steel Group Co Ltd [21.1%]; Jin Jun'an Investment Group Co Ltd [18.9%]; unknown [3.7%],2320.0,1,22.0,1,,,,30.070219,114.926251,30.070219,114.926251
natural person(s) [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],4800.0,1,9.0,1,,,,29.916729,113.822921,29.916729,113.822921
natural person(s) [65.0%]; Guizhou Mindong Economic and Trade Co Ltd [35.0%],0.0,1,13.0,1,,,,26.509525,107.570458,26.509525,107.570458
natural person(s) [65.2%]; Henan PROVINCE HENGCHANG Trading Co Ltd [15.8%]; unknown [10.4%]; Henan State Owned Capital Operation Group Co Ltd [8.6%],0.0,1,54.0,1,,,,32.488704,114.038243,32.488704,114.038243
natural person(s) [66.2%]; Fujian Wugang Group Co Ltd [33.8%],0.0,1,4.0,1,,,,25.995101,119.495725,25.995101,119.495725
natural person(s) [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],0.0,1,22.0,1,,,,34.013369,116.422599,34.013369,116.422599
natural person(s) [83.0%]; Hubei Jinshenglan Investment Group Co Ltd [17.0%],0.0,1,31.0,1,,,,30.394434,114.257701,30.394434,114.257701
natural person(s) [89.3%]; Shandong Chaote High End Equipment Technology Co Ltd [10.7%],0.0,1,39.0,1,,,,36.863145,117.616918,36.863145,117.616918
natural person(s) [89.6%]; Xuzhou Haijin Trading Co Ltd [10.0%]; unknown [0.5%],0.0,1,11.94,1,,,,34.364872,117.322633,34.364872,117.322633
natural person(s) [90.1%]; China Development Bank Corp [9.9%],0.0,1,26.0,1,,,,36.705105,114.105387,36.705105,114.105387
natural person(s) [98.0%]; small shareholder(s) [2.0%],0.0,1,24.0,1,,,,38.728005,26.940095,38.728005,26.940095
natural person(s); RKV Participacoes Ltda; Skv Participacoes Ltda; Viena Administracao e Participacoes Ltda,219.0,1,37.0,1,,,,-4.887877,-47.392157,-4.887877,-47.392157
small shareholder(s),0.0,1,,1,,,,-34.4637185,150.8865407,-34.4637185,150.8865407
small shareholder(s) [2.3%]; Drampisco Limited,0.0,1,138.0,1,2020.0,,,48.48079,34.978097,48.48079,34.978097
small shareholder(s) [21.7%]; Parsan Makina Parçaları Sanayi AŞ [20.1%]; Güriş Inşaat ve Muhendislik AŞ [19.5%]; Omtaş Otomotiv Transmisyon Aksamı Sanayi ve Ticaret AŞ [5.5%]; Diler Holding AŞ,0.0,1,46.0,1,,,,40.42752,29.270141,40.42752,29.270141
small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; Orissa Metaliks Pvt Ltd [0.1%],0.0,1,,1,,,,21.869228,84.013348,21.869228,84.013348
small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],15100.0,3,9.666666666666666,1,,,,22.199786666666665,86.18568800000001,22.364258,87.309047
thyssenkrupp AG [15.0%]; Finarvedi SpA,0.0,1,141.0,1,,,,42.564752,12.66936,42.564752,12.66936
thyssenkrupp AG [40.0%]; Vallourec SA [20.0%]; EP Group AS [10.0%]; Salzgitter AG,6000.0,1,116.0,1,2024.0,2024.0,,51.371279,6.72331,51.371279,6.72331
thyssenkrupp AG [80.0%]; EP Group AS [20.0%],0.0,1,134.0,1,2022.0,2022.0,,51.491649,6.733051,51.491649,6.733051
unknown [10.8%]; Ternium Argentina SA; Ternium SA,0.0,4,56.666666666666664,1,,2022.0,,24.09394525,-99.7053975,25.742085,-100.236478
unknown [100.0%],0.0,3,0.0,3,,,,27.571389333333332,89.48505399999999,29.731257,32.299298
unknown [100.0%]; natural person(s) [87.0%],0.0,1,5.0,1,,,,42.272259,69.7261,42.272259,69.7261
unknown [32.4%]; TSINGSHAN Holding Group Co Ltd [30.0%]; Shanghai Decent Investment (Group) Co Ltd [23.0%]; Zhejiang Qingshan Business Management Co Ltd [8.6%]; natural person(s) [6.0%],0.0,1,22.77,1,,,,28.136096,120.380401,28.136096,120.380401
unknown [5.0%]; SCM Holdings Ltd; Smart Holding (Cyprus) Ltd,12340.0,1,128.0,1,,,,47.1402768,37.5943416,47.1402768,37.5943416
unknown [6.0%]; Riva Forni Elettrici SpA,0.0,2,110.5,1,2022.0,2024.0,,52.526759999999996,12.854409,52.402617,12.496135
unknown [70.0%]; Government of Angola [30.0%]; Tosyalı Holding AŞ,4100.0,1,,1,,,,-15.263743,16.065494,-15.263743,16.065494
Çebitaş Demir Çelik Endüstrisi AŞ [100.0%],0.0,1,36.0,1,,,,38.74074,26.951743,38.74074,26.951743
Çolakoğlu Metalürji AŞ [100.0%],0.0,1,56.0,1,,,,40.768409,29.529979,40.768409,29.529979
